"sk_evento","fk_tempo","fk_prospect","fk_vendedor","fk_cardapio","fk_tema","data_interesse","tipo_evento","duracao_horas","status","qtd_adultos","qtd_criancas","faturamento","custo","dias_para_evento","total_pessoas","lucro_total"
2731,NULL,315,7,NULL,NULL,"2023-03-14","Aniversário infantil","04:00:00","Desistência",31,30,NULL,NULL,77,61,NULL
2732,NULL,1001,1,3,NULL,"2023-03-15","Casamento","04:00:00","Em negociação",60,48,"1150.00","750.00",76,108,"400.00"
2733,NULL,1101,2,2,2,"2023-03-16","Formatura","04:00:00","Tornou-se cliente",50,22,"710.00","490.00",75,72,"220.00"
2734,NULL,440,3,NULL,NULL,"2023-03-17","Aniversário de 15 anos","04:00:00","Desistência",46,32,NULL,NULL,74,78,NULL
2735,NULL,1201,4,3,NULL,"2023-03-18","Aniversário infantil","04:00:00","Em negociação",36,40,"570.00","360.00",73,76,"210.00"
2736,NULL,1301,5,1,8,"2023-03-19","Aniversário de adulto","04:00:00","Tornou-se cliente",42,33,"700.00","470.00",72,75,"230.00"
2737,NULL,240,6,NULL,NULL,"2023-03-20","Formatura","04:00:00","Desistência",50,20,NULL,NULL,71,70,NULL
2738,NULL,1401,7,4,NULL,"2023-03-21","Casamento","04:00:00","Em negociação",60,42,"1110.00","710.00",70,102,"400.00"
2739,NULL,1501,1,1,5,"2023-03-22","Chá revelação","04:00:00","Tornou-se cliente",25,35,"480.00","300.00",69,60,"180.00"
2740,NULL,312,2,NULL,NULL,"2023-03-23","Aniversário infantil","04:00:00","Desistência",32,28,NULL,NULL,68,60,NULL
2741,NULL,1601,3,2,NULL,"2023-03-24","Aniversário de 15 anos","04:00:00","Em negociação",45,30,"680.00","450.00",67,75,"230.00"
2742,NULL,1701,4,1,7,"2023-03-25","Aniversário de adulto","04:00:00","Tornou-se cliente",40,30,"680.00","450.00",66,70,"230.00"
2743,NULL,250,5,NULL,NULL,"2023-03-26","Formatura","04:00:00","Desistência",50,20,NULL,NULL,65,70,NULL
2744,NULL,1801,1,4,NULL,"2023-03-27","Casamento","04:00:00","Em negociação",60,40,"1100.00","700.00",64,100,"400.00"
2745,NULL,1901,6,1,5,"2023-03-28","Chá revelação","04:00:00","Tornou-se cliente",25,35,"480.00","300.00",63,60,"180.00"
2746,NULL,312,2,NULL,NULL,"2023-03-29","Aniversário infantil","04:00:00","Desistência",32,28,NULL,NULL,62,60,NULL
2747,NULL,2001,3,2,NULL,"2023-03-30","Aniversário de 15 anos","04:00:00","Em negociação",45,30,"680.00","450.00",61,75,"230.00"
2748,NULL,2101,4,1,8,"2023-03-31","Aniversário de adulto","04:00:00","Tornou-se cliente",42,35,"700.00","470.00",60,77,"230.00"
2749,NULL,101,1,1,2,"2023-04-01","Aniversário infantil","04:00:00","Tornou-se cliente",28,30,"410.00","280.00",90,58,"130.00"
2750,NULL,450,2,NULL,NULL,"2023-04-02","Formatura","04:00:00","Desistência",40,25,NULL,NULL,89,65,NULL
2751,NULL,201,3,3,NULL,"2023-04-03","Casamento","04:00:00","Em negociação",55,45,"1100.00","700.00",88,100,"400.00"
2752,NULL,301,4,2,1,"2023-04-04","Chá revelação","04:00:00","Tornou-se cliente",26,32,"480.00","320.00",87,58,"160.00"
2753,NULL,430,5,NULL,NULL,"2023-04-05","Aniversário de 15 anos","04:00:00","Desistência",42,28,NULL,NULL,86,70,NULL
2754,NULL,401,6,4,NULL,"2023-04-06","Aniversário de adulto","04:00:00","Em negociação",48,35,"700.00","450.00",85,83,"250.00"
2755,NULL,501,7,3,5,"2023-04-07","Casamento","04:00:00","Tornou-se cliente",60,50,"1200.00","780.00",84,110,"420.00"
2756,NULL,330,1,NULL,NULL,"2023-04-08","Chá revelação","04:00:00","Desistência",30,32,NULL,NULL,83,62,NULL
2757,NULL,601,2,2,NULL,"2023-04-09","Aniversário infantil","04:00:00","Em negociação",35,36,"550.00","350.00",82,71,"200.00"
2758,NULL,701,3,1,4,"2023-04-10","Aniversário de 15 anos","04:00:00","Tornou-se cliente",50,45,"950.00","600.00",81,95,"350.00"
2759,NULL,320,4,NULL,NULL,"2023-04-11","Formatura","04:00:00","Desistência",46,26,NULL,NULL,80,72,NULL
2760,NULL,801,5,2,NULL,"2023-04-12","Chá revelação","04:00:00","Em negociação",28,36,"520.00","350.00",79,64,"170.00"
2761,NULL,901,6,1,6,"2023-04-13","Aniversário de adulto","04:00:00","Tornou-se cliente",44,33,"680.00","470.00",78,77,"210.00"
2762,NULL,315,7,NULL,NULL,"2023-04-14","Aniversário infantil","04:00:00","Desistência",31,30,NULL,NULL,77,61,NULL
2763,NULL,1001,1,3,NULL,"2023-04-15","Casamento","04:00:00","Em negociação",60,48,"1150.00","750.00",76,108,"400.00"
2764,NULL,1101,2,2,2,"2023-04-16","Formatura","04:00:00","Tornou-se cliente",50,22,"710.00","490.00",75,72,"220.00"
2765,NULL,440,3,NULL,NULL,"2023-04-17","Aniversário de 15 anos","04:00:00","Desistência",46,32,NULL,NULL,74,78,NULL
2766,NULL,1201,4,3,NULL,"2023-04-18","Aniversário infantil","04:00:00","Em negociação",36,40,"570.00","360.00",73,76,"210.00"
2767,NULL,1301,5,1,8,"2023-04-19","Aniversário de adulto","04:00:00","Tornou-se cliente",42,33,"700.00","470.00",72,75,"230.00"
2768,NULL,240,6,NULL,NULL,"2023-04-20","Formatura","04:00:00","Desistência",50,20,NULL,NULL,71,70,NULL
2769,NULL,1401,7,4,NULL,"2023-04-21","Casamento","04:00:00","Em negociação",60,42,"1110.00","710.00",70,102,"400.00"
2770,NULL,1501,1,1,5,"2023-04-22","Chá revelação","04:00:00","Tornou-se cliente",25,35,"480.00","300.00",69,60,"180.00"
2771,NULL,312,2,NULL,NULL,"2023-04-23","Aniversário infantil","04:00:00","Desistência",32,28,NULL,NULL,68,60,NULL
2772,NULL,1601,3,2,NULL,"2023-04-24","Aniversário de 15 anos","04:00:00","Em negociação",45,30,"680.00","450.00",67,75,"230.00"
2773,NULL,1701,4,1,7,"2023-04-25","Aniversário de adulto","04:00:00","Tornou-se cliente",40,30,"680.00","450.00",66,70,"230.00"
2774,NULL,250,5,NULL,NULL,"2023-04-26","Formatura","04:00:00","Desistência",50,20,NULL,NULL,65,70,NULL
2775,NULL,1801,1,4,NULL,"2023-04-27","Casamento","04:00:00","Em negociação",60,40,"1100.00","700.00",64,100,"400.00"
2776,NULL,1901,6,1,5,"2023-04-28","Chá revelação","04:00:00","Tornou-se cliente",25,35,"480.00","300.00",63,60,"180.00"
2777,NULL,312,2,NULL,NULL,"2023-04-29","Aniversário infantil","04:00:00","Desistência",32,28,NULL,NULL,62,60,NULL
2778,NULL,2001,3,2,NULL,"2023-04-30","Aniversário de 15 anos","04:00:00","Em negociação",45,30,"680.00","450.00",61,75,"230.00"
2779,NULL,101,1,1,2,"2023-05-01","Aniversário infantil","04:00:00","Tornou-se cliente",28,30,"410.00","280.00",89,58,"130.00"
2780,NULL,450,2,NULL,NULL,"2023-05-02","Formatura","04:00:00","Desistência",40,25,NULL,NULL,88,65,NULL
2781,NULL,201,3,3,NULL,"2023-05-03","Casamento","04:00:00","Em negociação",55,45,"1100.00","700.00",87,100,"400.00"
2782,NULL,301,4,2,1,"2023-05-04","Chá revelação","04:00:00","Tornou-se cliente",26,32,"480.00","320.00",86,58,"160.00"
2783,NULL,430,5,NULL,NULL,"2023-05-05","Aniversário de 15 anos","04:00:00","Desistência",42,28,NULL,NULL,85,70,NULL
2784,NULL,401,6,4,NULL,"2023-05-06","Aniversário de adulto","04:00:00","Em negociação",48,35,"700.00","450.00",84,83,"250.00"
2785,NULL,501,7,3,5,"2023-05-07","Casamento","04:00:00","Tornou-se cliente",60,50,"1200.00","780.00",83,110,"420.00"
2786,NULL,330,1,NULL,NULL,"2023-05-08","Chá revelação","04:00:00","Desistência",30,32,NULL,NULL,82,62,NULL
2787,NULL,601,2,2,NULL,"2023-05-09","Aniversário infantil","04:00:00","Em negociação",35,36,"550.00","350.00",81,71,"200.00"
2788,NULL,701,3,1,4,"2023-05-10","Aniversário de 15 anos","04:00:00","Tornou-se cliente",50,45,"950.00","600.00",80,95,"350.00"
2789,NULL,320,4,NULL,NULL,"2023-05-11","Formatura","04:00:00","Desistência",46,26,NULL,NULL,79,72,NULL
2790,NULL,801,5,2,NULL,"2023-05-12","Chá revelação","04:00:00","Em negociação",28,36,"520.00","350.00",78,64,"170.00"
2791,NULL,901,6,1,6,"2023-05-13","Aniversário de adulto","04:00:00","Tornou-se cliente",44,33,"680.00","470.00",77,77,"210.00"
2792,NULL,315,7,NULL,NULL,"2023-05-14","Aniversário infantil","04:00:00","Desistência",31,30,NULL,NULL,76,61,NULL
2793,NULL,1001,1,3,NULL,"2023-05-15","Casamento","04:00:00","Em negociação",60,48,"1150.00","750.00",75,108,"400.00"
2794,NULL,1101,2,2,2,"2023-05-16","Formatura","04:00:00","Tornou-se cliente",50,22,"710.00","490.00",74,72,"220.00"
2795,NULL,440,3,NULL,NULL,"2023-05-17","Aniversário de 15 anos","04:00:00","Desistência",46,32,NULL,NULL,73,78,NULL
2796,NULL,1201,4,3,NULL,"2023-05-18","Aniversário infantil","04:00:00","Em negociação",36,40,"570.00","360.00",72,76,"210.00"
2797,NULL,1301,5,1,8,"2023-05-19","Aniversário de adulto","04:00:00","Tornou-se cliente",42,33,"700.00","470.00",71,75,"230.00"
2798,NULL,240,6,NULL,NULL,"2023-05-20","Formatura","04:00:00","Desistência",50,20,NULL,NULL,70,70,NULL
2799,NULL,1401,7,4,NULL,"2023-05-21","Casamento","04:00:00","Em negociação",60,42,"1110.00","710.00",69,102,"400.00"
2800,NULL,1501,1,1,5,"2023-05-22","Chá revelação","04:00:00","Tornou-se cliente",25,35,"480.00","300.00",68,60,"180.00"
2801,NULL,312,2,NULL,NULL,"2023-05-23","Aniversário infantil","04:00:00","Desistência",32,28,NULL,NULL,67,60,NULL
2802,NULL,1601,3,2,NULL,"2023-05-24","Aniversário de 15 anos","04:00:00","Em negociação",45,30,"680.00","450.00",66,75,"230.00"
2803,NULL,1701,4,1,7,"2023-05-25","Aniversário de adulto","04:00:00","Tornou-se cliente",40,30,"680.00","450.00",65,70,"230.00"
2804,NULL,250,5,NULL,NULL,"2023-05-26","Formatura","04:00:00","Desistência",50,20,NULL,NULL,64,70,NULL
2805,NULL,1801,1,4,NULL,"2023-05-27","Casamento","04:00:00","Em negociação",60,40,"1100.00","700.00",63,100,"400.00"
2806,NULL,1901,6,1,5,"2023-05-28","Chá revelação","04:00:00","Tornou-se cliente",25,35,"480.00","300.00",62,60,"180.00"
2807,NULL,312,2,NULL,NULL,"2023-05-29","Aniversário infantil","04:00:00","Desistência",32,28,NULL,NULL,61,60,NULL
2808,NULL,2001,3,2,NULL,"2023-05-30","Aniversário de 15 anos","04:00:00","Em negociação",45,30,"680.00","450.00",60,75,"230.00"
2809,NULL,101,1,1,2,"2023-06-01","Aniversário infantil","04:00:00","Tornou-se cliente",28,30,"410.00","280.00",92,58,"130.00"
2810,NULL,450,2,NULL,NULL,"2023-06-02","Formatura","04:00:00","Desistência",40,25,NULL,NULL,91,65,NULL
2811,NULL,201,3,3,NULL,"2023-06-03","Casamento","04:00:00","Em negociação",55,45,"1100.00","700.00",90,100,"400.00"
2812,NULL,301,4,2,1,"2023-06-04","Chá revelação","04:00:00","Tornou-se cliente",26,32,"480.00","320.00",89,58,"160.00"
2813,NULL,430,5,NULL,NULL,"2023-06-05","Aniversário de 15 anos","04:00:00","Desistência",42,28,NULL,NULL,88,70,NULL
2814,NULL,401,6,4,NULL,"2023-06-06","Aniversário de adulto","04:00:00","Em negociação",48,35,"700.00","450.00",87,83,"250.00"
2815,NULL,501,7,3,5,"2023-06-07","Casamento","04:00:00","Tornou-se cliente",60,50,"1200.00","780.00",86,110,"420.00"
2816,NULL,330,1,NULL,NULL,"2023-06-08","Chá revelação","04:00:00","Desistência",30,32,NULL,NULL,85,62,NULL
2817,NULL,601,2,2,NULL,"2023-06-09","Aniversário infantil","04:00:00","Em negociação",35,36,"550.00","350.00",84,71,"200.00"
2818,NULL,701,3,1,4,"2023-06-10","Aniversário de 15 anos","04:00:00","Tornou-se cliente",50,45,"950.00","600.00",83,95,"350.00"
2819,NULL,320,4,NULL,NULL,"2023-06-11","Formatura","04:00:00","Desistência",46,26,NULL,NULL,82,72,NULL
2820,NULL,801,5,2,NULL,"2023-06-12","Chá revelação","04:00:00","Em negociação",28,36,"520.00","350.00",81,64,"170.00"
2821,NULL,901,6,1,6,"2023-06-13","Aniversário de adulto","04:00:00","Tornou-se cliente",44,33,"680.00","470.00",80,77,"210.00"
2822,NULL,315,7,NULL,NULL,"2023-06-14","Aniversário infantil","04:00:00","Desistência",31,30,NULL,NULL,79,61,NULL
2823,NULL,1001,1,3,NULL,"2023-06-15","Casamento","04:00:00","Em negociação",60,48,"1150.00","750.00",78,108,"400.00"
2824,NULL,1101,2,2,2,"2023-06-16","Formatura","04:00:00","Tornou-se cliente",50,22,"710.00","490.00",77,72,"220.00"
2825,NULL,440,3,NULL,NULL,"2023-06-17","Aniversário de 15 anos","04:00:00","Desistência",46,32,NULL,NULL,76,78,NULL
2826,NULL,1201,4,3,NULL,"2023-06-18","Aniversário infantil","04:00:00","Em negociação",36,40,"570.00","360.00",75,76,"210.00"
2827,NULL,1301,5,1,8,"2023-06-19","Aniversário de adulto","04:00:00","Tornou-se cliente",42,33,"700.00","470.00",74,75,"230.00"
2828,NULL,240,6,NULL,NULL,"2023-06-20","Formatura","04:00:00","Desistência",50,20,NULL,NULL,73,70,NULL
2829,NULL,1401,7,4,NULL,"2023-06-21","Casamento","04:00:00","Em negociação",60,42,"1110.00","710.00",72,102,"400.00"
2830,NULL,1501,1,1,5,"2023-06-22","Chá revelação","04:00:00","Tornou-se cliente",25,35,"480.00","300.00",71,60,"180.00"
2831,NULL,312,2,NULL,NULL,"2023-06-23","Aniversário infantil","04:00:00","Desistência",32,28,NULL,NULL,70,60,NULL
2832,NULL,1601,3,2,NULL,"2023-06-24","Aniversário de 15 anos","04:00:00","Em negociação",45,30,"680.00","450.00",69,75,"230.00"
2833,NULL,1701,4,1,7,"2023-06-25","Aniversário de adulto","04:00:00","Tornou-se cliente",40,30,"680.00","450.00",68,70,"230.00"
2834,NULL,250,5,NULL,NULL,"2023-06-26","Formatura","04:00:00","Desistência",50,20,NULL,NULL,67,70,NULL
2835,NULL,1801,1,4,NULL,"2023-06-27","Casamento","04:00:00","Em negociação",60,40,"1100.00","700.00",66,100,"400.00"
2836,NULL,1901,6,1,5,"2023-06-28","Chá revelação","04:00:00","Tornou-se cliente",25,35,"480.00","300.00",65,60,"180.00"
2837,NULL,312,2,NULL,NULL,"2023-06-29","Aniversário infantil","04:00:00","Desistência",32,28,NULL,NULL,64,60,NULL
2838,NULL,2001,3,2,NULL,"2023-06-30","Aniversário de 15 anos","04:00:00","Em negociação",45,30,"680.00","450.00",63,75,"230.00"
2839,NULL,101,1,1,2,"2023-07-01","Aniversário infantil","04:00:00","Tornou-se cliente",28,30,"410.00","280.00",91,58,"130.00"
2840,NULL,450,2,NULL,NULL,"2023-07-02","Formatura","04:00:00","Desistência",40,25,NULL,NULL,90,65,NULL
2841,NULL,201,3,3,NULL,"2023-07-03","Casamento","04:00:00","Em negociação",55,45,"1100.00","700.00",89,100,"400.00"
2842,NULL,301,4,2,1,"2023-07-04","Chá revelação","04:00:00","Tornou-se cliente",26,32,"480.00","320.00",88,58,"160.00"
2843,NULL,430,5,NULL,NULL,"2023-07-05","Aniversário de 15 anos","04:00:00","Desistência",42,28,NULL,NULL,87,70,NULL
2844,NULL,401,6,4,NULL,"2023-07-06","Aniversário de adulto","04:00:00","Em negociação",48,35,"700.00","450.00",86,83,"250.00"
2845,NULL,501,7,3,5,"2023-07-07","Casamento","04:00:00","Tornou-se cliente",60,50,"1200.00","780.00",85,110,"420.00"
2846,NULL,330,1,NULL,NULL,"2023-07-08","Chá revelação","04:00:00","Desistência",30,32,NULL,NULL,84,62,NULL
2847,NULL,601,2,2,NULL,"2023-07-09","Aniversário infantil","04:00:00","Em negociação",35,36,"550.00","350.00",83,71,"200.00"
2848,NULL,701,3,1,4,"2023-07-10","Aniversário de 15 anos","04:00:00","Tornou-se cliente",50,45,"950.00","600.00",82,95,"350.00"
2849,NULL,320,4,NULL,NULL,"2023-07-11","Formatura","04:00:00","Desistência",46,26,NULL,NULL,81,72,NULL
2850,NULL,801,5,2,NULL,"2023-07-12","Chá revelação","04:00:00","Em negociação",28,36,"520.00","350.00",80,64,"170.00"
2851,NULL,901,6,1,6,"2023-07-13","Aniversário de adulto","04:00:00","Tornou-se cliente",44,33,"680.00","470.00",79,77,"210.00"
2852,NULL,315,7,NULL,NULL,"2023-07-14","Aniversário infantil","04:00:00","Desistência",31,30,NULL,NULL,78,61,NULL
2853,NULL,1001,1,3,NULL,"2023-07-15","Casamento","04:00:00","Em negociação",60,48,"1150.00","750.00",77,108,"400.00"
2854,NULL,1101,2,2,2,"2023-07-16","Formatura","04:00:00","Tornou-se cliente",50,22,"710.00","490.00",76,72,"220.00"
2855,NULL,440,3,NULL,NULL,"2023-07-17","Aniversário de 15 anos","04:00:00","Desistência",46,32,NULL,NULL,75,78,NULL
2856,NULL,1201,4,3,NULL,"2023-07-18","Aniversário infantil","04:00:00","Em negociação",36,40,"570.00","360.00",74,76,"210.00"
2857,NULL,1301,5,1,8,"2023-07-19","Aniversário de adulto","04:00:00","Tornou-se cliente",42,33,"700.00","470.00",73,75,"230.00"
2858,NULL,240,6,NULL,NULL,"2023-07-20","Formatura","04:00:00","Desistência",50,20,NULL,NULL,72,70,NULL
2859,NULL,1401,7,4,NULL,"2023-07-21","Casamento","04:00:00","Em negociação",60,42,"1110.00","710.00",71,102,"400.00"
2860,NULL,1501,1,1,5,"2023-07-22","Chá revelação","04:00:00","Tornou-se cliente",25,35,"480.00","300.00",70,60,"180.00"
2861,NULL,312,2,NULL,NULL,"2023-07-23","Aniversário infantil","04:00:00","Desistência",32,28,NULL,NULL,69,60,NULL
2862,NULL,1601,3,2,NULL,"2023-07-24","Aniversário de 15 anos","04:00:00","Em negociação",45,30,"680.00","450.00",68,75,"230.00"
2863,NULL,1701,4,1,7,"2023-07-25","Aniversário de adulto","04:00:00","Tornou-se cliente",40,30,"680.00","450.00",67,70,"230.00"
2864,NULL,250,5,NULL,NULL,"2023-07-26","Formatura","04:00:00","Desistência",50,20,NULL,NULL,66,70,NULL
2865,NULL,1801,1,4,NULL,"2023-07-27","Casamento","04:00:00","Em negociação",60,40,"1100.00","700.00",65,100,"400.00"
2866,NULL,1901,6,1,5,"2023-07-28","Chá revelação","04:00:00","Tornou-se cliente",25,35,"480.00","300.00",64,60,"180.00"
2867,NULL,312,2,NULL,NULL,"2023-07-29","Aniversário infantil","04:00:00","Desistência",32,28,NULL,NULL,63,60,NULL
2868,NULL,2001,3,2,NULL,"2023-07-30","Aniversário de 15 anos","04:00:00","Em negociação",45,30,"680.00","450.00",62,75,"230.00"
2869,NULL,2101,4,1,7,"2023-07-31","Aniversário de adulto","04:00:00","Tornou-se cliente",40,30,"680.00","450.00",61,70,"230.00"
2870,NULL,101,1,1,2,"2023-08-01","Aniversário infantil","04:00:00","Tornou-se cliente",28,30,"410.00","280.00",92,58,"130.00"
2871,NULL,450,2,NULL,NULL,"2023-08-02","Formatura","04:00:00","Desistência",40,25,NULL,NULL,91,65,NULL
2872,NULL,201,3,3,NULL,"2023-08-03","Casamento","04:00:00","Em negociação",55,45,"1100.00","700.00",90,100,"400.00"
2873,NULL,301,4,2,1,"2023-08-04","Chá revelação","04:00:00","Tornou-se cliente",26,32,"480.00","320.00",89,58,"160.00"
2874,NULL,430,5,NULL,NULL,"2023-08-05","Aniversário de 15 anos","04:00:00","Desistência",42,28,NULL,NULL,88,70,NULL
2875,NULL,401,6,4,NULL,"2023-08-06","Aniversário de adulto","04:00:00","Em negociação",48,35,"700.00","450.00",87,83,"250.00"
2876,NULL,501,7,3,5,"2023-08-07","Casamento","04:00:00","Tornou-se cliente",60,50,"1200.00","780.00",86,110,"420.00"
2877,NULL,330,1,NULL,NULL,"2023-08-08","Chá revelação","04:00:00","Desistência",30,32,NULL,NULL,85,62,NULL
2878,NULL,601,2,2,NULL,"2023-08-09","Aniversário infantil","04:00:00","Em negociação",35,36,"550.00","350.00",84,71,"200.00"
2879,NULL,701,3,1,4,"2023-08-10","Aniversário de 15 anos","04:00:00","Tornou-se cliente",50,45,"950.00","600.00",83,95,"350.00"
2880,NULL,320,4,NULL,NULL,"2023-08-11","Formatura","04:00:00","Desistência",46,26,NULL,NULL,82,72,NULL
2881,NULL,801,5,2,NULL,"2023-08-12","Chá revelação","04:00:00","Em negociação",28,36,"520.00","350.00",81,64,"170.00"
2882,NULL,901,6,1,6,"2023-08-13","Aniversário de adulto","04:00:00","Tornou-se cliente",44,33,"680.00","470.00",80,77,"210.00"
2883,NULL,315,7,NULL,NULL,"2023-08-14","Aniversário infantil","04:00:00","Desistência",31,30,NULL,NULL,79,61,NULL
2884,NULL,1001,1,3,NULL,"2023-08-15","Casamento","04:00:00","Em negociação",60,48,"1150.00","750.00",78,108,"400.00"
2885,NULL,1101,2,2,2,"2023-08-16","Formatura","04:00:00","Tornou-se cliente",50,22,"710.00","490.00",77,72,"220.00"
2886,NULL,440,3,NULL,NULL,"2023-08-17","Aniversário de 15 anos","04:00:00","Desistência",46,32,NULL,NULL,76,78,NULL
2887,NULL,1201,4,3,NULL,"2023-08-18","Aniversário infantil","04:00:00","Em negociação",36,40,"570.00","360.00",75,76,"210.00"
2888,NULL,1301,5,1,8,"2023-08-19","Aniversário de adulto","04:00:00","Tornou-se cliente",42,33,"700.00","470.00",74,75,"230.00"
2889,NULL,240,6,NULL,NULL,"2023-08-20","Formatura","04:00:00","Desistência",50,20,NULL,NULL,73,70,NULL
2890,NULL,1401,7,4,NULL,"2023-08-21","Casamento","04:00:00","Em negociação",60,42,"1110.00","710.00",72,102,"400.00"
2891,NULL,1501,1,1,5,"2023-08-22","Chá revelação","04:00:00","Tornou-se cliente",25,35,"480.00","300.00",71,60,"180.00"
2892,NULL,312,2,NULL,NULL,"2023-08-23","Aniversário infantil","04:00:00","Desistência",32,28,NULL,NULL,70,60,NULL
2893,NULL,1601,3,2,NULL,"2023-08-24","Aniversário de 15 anos","04:00:00","Em negociação",45,30,"680.00","450.00",69,75,"230.00"
2894,NULL,1701,4,1,7,"2023-08-25","Aniversário de adulto","04:00:00","Tornou-se cliente",40,30,"680.00","450.00",68,70,"230.00"
2895,NULL,250,5,NULL,NULL,"2023-08-26","Formatura","04:00:00","Desistência",50,20,NULL,NULL,67,70,NULL
2896,NULL,1801,1,4,NULL,"2023-08-27","Casamento","04:00:00","Em negociação",60,40,"1100.00","700.00",66,100,"400.00"
2897,NULL,1901,6,1,5,"2023-08-28","Chá revelação","04:00:00","Tornou-se cliente",25,35,"480.00","300.00",65,60,"180.00"
2898,NULL,312,2,NULL,NULL,"2023-08-29","Aniversário infantil","04:00:00","Desistência",32,28,NULL,NULL,64,60,NULL
2899,NULL,2001,3,2,NULL,"2023-08-30","Aniversário de 15 anos","04:00:00","Em negociação",45,30,"680.00","450.00",63,75,"230.00"
2900,NULL,2101,4,1,7,"2023-08-31","Aniversário de adulto","04:00:00","Tornou-se cliente",40,30,"680.00","450.00",62,70,"230.00"
2901,NULL,101,1,1,2,"2023-09-01","Aniversário infantil","04:00:00","Tornou-se cliente",28,30,"410.00","280.00",92,58,"130.00"
2902,NULL,450,2,NULL,NULL,"2023-09-02","Formatura","04:00:00","Desistência",40,25,NULL,NULL,91,65,NULL
2903,NULL,201,3,3,NULL,"2023-09-03","Casamento","04:00:00","Em negociação",55,45,"1100.00","700.00",90,100,"400.00"
2904,NULL,301,4,2,1,"2023-09-04","Chá revelação","04:00:00","Tornou-se cliente",26,32,"480.00","320.00",89,58,"160.00"
2905,NULL,430,5,NULL,NULL,"2023-09-05","Aniversário de 15 anos","04:00:00","Desistência",42,28,NULL,NULL,88,70,NULL
2906,NULL,401,6,4,NULL,"2023-09-06","Aniversário de adulto","04:00:00","Em negociação",48,35,"700.00","450.00",87,83,"250.00"
2907,NULL,501,7,3,5,"2023-09-07","Casamento","04:00:00","Tornou-se cliente",60,50,"1200.00","780.00",86,110,"420.00"
2908,NULL,330,1,NULL,NULL,"2023-09-08","Chá revelação","04:00:00","Desistência",30,32,NULL,NULL,85,62,NULL
2909,NULL,601,2,2,NULL,"2023-09-09","Aniversário infantil","04:00:00","Em negociação",35,36,"550.00","350.00",84,71,"200.00"
2910,NULL,701,3,1,4,"2023-09-10","Aniversário de 15 anos","04:00:00","Tornou-se cliente",50,45,"950.00","600.00",83,95,"350.00"
2911,NULL,320,4,NULL,NULL,"2023-09-11","Formatura","04:00:00","Desistência",46,26,NULL,NULL,82,72,NULL
2912,NULL,801,5,2,NULL,"2023-09-12","Chá revelação","04:00:00","Em negociação",28,36,"520.00","350.00",81,64,"170.00"
2913,NULL,901,6,1,6,"2023-09-13","Aniversário de adulto","04:00:00","Tornou-se cliente",44,33,"680.00","470.00",80,77,"210.00"
2914,NULL,315,7,NULL,NULL,"2023-09-14","Aniversário infantil","04:00:00","Desistência",31,30,NULL,NULL,79,61,NULL
2915,NULL,1001,1,3,NULL,"2023-09-15","Casamento","04:00:00","Em negociação",60,48,"1150.00","750.00",78,108,"400.00"
2916,NULL,1101,2,2,2,"2023-09-16","Formatura","04:00:00","Tornou-se cliente",50,22,"710.00","490.00",77,72,"220.00"
2917,NULL,440,3,NULL,NULL,"2023-09-17","Aniversário de 15 anos","04:00:00","Desistência",46,32,NULL,NULL,76,78,NULL
2918,NULL,1201,4,3,NULL,"2023-09-18","Aniversário infantil","04:00:00","Em negociação",36,40,"570.00","360.00",75,76,"210.00"
2919,NULL,1301,5,1,8,"2023-09-19","Aniversário de adulto","04:00:00","Tornou-se cliente",42,33,"700.00","470.00",74,75,"230.00"
2920,NULL,240,6,NULL,NULL,"2023-09-20","Formatura","04:00:00","Desistência",50,20,NULL,NULL,73,70,NULL
2921,NULL,1401,7,4,NULL,"2023-09-21","Casamento","04:00:00","Em negociação",60,42,"1110.00","710.00",72,102,"400.00"
2922,NULL,1501,1,1,5,"2023-09-22","Chá revelação","04:00:00","Tornou-se cliente",25,35,"480.00","300.00",71,60,"180.00"
2923,NULL,312,2,NULL,NULL,"2023-09-23","Aniversário infantil","04:00:00","Desistência",32,28,NULL,NULL,70,60,NULL
2924,NULL,1601,3,2,NULL,"2023-09-24","Aniversário de 15 anos","04:00:00","Em negociação",45,30,"680.00","450.00",69,75,"230.00"
2925,NULL,1701,4,1,7,"2023-09-25","Aniversário de adulto","04:00:00","Tornou-se cliente",40,30,"680.00","450.00",68,70,"230.00"
2926,NULL,250,5,NULL,NULL,"2023-09-26","Formatura","04:00:00","Desistência",50,20,NULL,NULL,67,70,NULL
2927,NULL,1801,1,4,NULL,"2023-09-27","Casamento","04:00:00","Em negociação",60,40,"1100.00","700.00",66,100,"400.00"
2928,NULL,1901,6,1,5,"2023-09-28","Chá revelação","04:00:00","Tornou-se cliente",25,35,"480.00","300.00",65,60,"180.00"
2929,NULL,312,2,NULL,NULL,"2023-09-29","Aniversário infantil","04:00:00","Desistência",32,28,NULL,NULL,64,60,NULL
2930,NULL,2001,3,2,NULL,"2023-09-30","Aniversário de 15 anos","04:00:00","Em negociação",45,30,"680.00","450.00",63,75,"230.00"
2931,NULL,101,1,1,2,"2023-10-01","Aniversário infantil","04:00:00","Tornou-se cliente",28,30,"410.00","280.00",92,58,"130.00"
2932,NULL,450,2,NULL,NULL,"2023-10-02","Formatura","04:00:00","Desistência",40,25,NULL,NULL,91,65,NULL
